commit,message,files_changed,message_length
a22880e5e59d5cb17fffe04af093ea54e356538d,Add support for Suspense & lazy() to the react-is package (#14423),2,11
947bddd5cf94b185166d51f8d36873492b5bd57c,Remove redundant argument of getPlugins function (#14419),1,7
ce43a8cd07c355647922480977b46713bd51883e,Updated version incrementing suggestion in release script based on team discussion (#14389),3,12
f64906fba1ccec5273e87f7ed3cdbf5a643ca44a,Dangerfile exits early if build failed (#14400),1,7
8df4d59be532e56b6513815184094f57f566df09,"Implement pauseExecution, continueExecution, dumpQueue for Scheduler (#14053)",16,7
5bb4ad7376b315b61865ea5424e9f76ba6a5c5a3,Added ErrorBoundary tests for useEffect and useLayoutEffect (#14401),1,8
98eb5ae5319e1d26b5b89a33ead80716db725f83,TestRenderer toJSON should not expose the Array wrapper Suspense uses for hidden trees (#14392),3,14
39489e76745705bc66f1daa8087b0861029152a8,Enable hooks in fabric (#14301),1,5
1dc108e5829bb8d84ffd39e2e932d798edd7ca8b,"Tweaked wording for v8 ""performance cliff"" issue",1,7
d9871729c8fd0c072d5416317557219eb48da765,fix spelling error: differen -> different (#14378),1,7
6bf5e859860938b8cb7153ee928c01ad45656969,Fix scheduler setTimeout() re-entrancy check (#14384),1,6
7a48c900b7d8c97580d62adfa3625a7b7567c998,Prevent a v8 deopt when profiling (#14383),1,7
e382b0ba954688f1bc37e3fc776ceece2c04afd3,Don't prompt to tag or create GitHub release for canary releases (#14376),3,12
8482cbe22d1a421b73db602e1f470c632b09f693,Automated fixture tests (#14370),13,4
f00c2755b99d7fa4a4f50944cd0b10ae435704b6,Removed unnecessary externals from Jest bundles (#14372),1,7
52bea95cfce4a75bc7c1a09455abaeef50fa0700,Fixed scheduler setTimeout fallback (#14358),11,5
1d25aa5787d4e19704c049c3cfa985d3b5190e0d,[Fizz] New Server Rendering Infra (#14144),48,6
f1bf281605444b342f4c37718092accbe3f98702,Fix bug in cloneHook (#14364),2,5
16e120438c5332d7590bc74b2cbd882f19a0e3b1,[Fire] Add initial build infrastructure (#14359),10,6
d14ba87b1bfed76900d6d25722f069003561e2e3,Validate propTypes for lazy() and memo() and warn about invalid patterns (#14298),5,12
88ada98198b22d2b8cd056cfba5ffb113c6a50d3,Release script auto-determine the latest Canary build if none specified (#14339),3,11
4f964f09c12e531ac44d48127782e811ad8d75a7,Adding isMemo check to react-is package (#14313),2,7
c2a2d8a539bf02e40c43d36adc2826e228f30955,Remove useMutationEffect (#14336),11,3
48f1e5b3ced33aa2d5ba42afa38af9cf7e51a0ed,Add a null type test for memo (#14325),2,8
f93f3402f7739f0f04b7b4e89bf2683230cc6a87,Make useEffect(async) warning more verbose (#14327),2,6
ee3ef3a0792c0ad777270739fe5ff126e3d57992,Fix regression: Errors not emitted in streams (#14314),2,8
33f6f5e53247c51fa8cfa5f8ef9126589a131caa,Remove usage of `fbjs/lib/invariant` in ReactNativeViewConfigRegistry. (#14330),1,7
409066a0a14434df387d25971f09d33b9a5aa914,Add progress bars to longer running async release tasks (#14322),5,10
a7f270c550f072c5eb5064b231e6542329180622,update fixtures/packaging/README.md (#14320),1,3
ed4c4a51cd10ea6303e8a2bbc8a6584920897f68,Add basic release script snapshot test (#14280),5,7
686f1060adeabf00e6c86701e42e9d537d1e3773,Publish a local release (canary or stable) to NPM (#14260),93,10
7475120ce7bdeb7a5666d64c636efb1f4a951b9a,Prevent deopts from modifying exports object in stable builds (#14309),2,10
0c7189d92370717ce8c48cf4846b3a101056e772,Fix resolution of outer props with React.memo() (#14312),2,8
14be29b2b97f2be6c82955acc0455fbac22ec403,Add more test coverage for nested memo() (#14311),1,8
dc0dd4bbff3f681216b13ae2842f1601bfae3cd8,Use |0 to coerce to number (#14297),1,7
dd8205cef9a3176ef29dd5904f1352561f7ef43a,List ignored types instead of included types in the stack (#14308),1,11
1da310809eb398d83fdc285c2b435e315a1c9019,fix spelling error: Here's -> Here (#14307),1,7
a9fdf8a32650d6238a6d9b055f3ac68e88090cec,Warn about reassigning this.props (#14277),3,5
327cf0ee3380d2a135802b268e95ab9253123927,Fix support for mixing react-dom/server@16.6 and react@<16.6 (#14291),1,8
c954efa70f44a44be9c33c60c57f87bea6f40a10,Remove `import * as` pattern from the codebase (#14282),34,9
ccb14e270c3376ed47ca43c0c39722ba6bf6eced,Fix SSR useCallback in render phase (#14279),2,7
0e9cb3f5d0bfd4fe08ac8fcfba71302559614282,Clear fields on unmount of fiber to avoid memory leak (#14276),1,11
592676503c3a33596b295b70635d8317c05f81ad,"Revert ""Clear memoizedState on unmount of fiber to avoid memory leak (#14218)"" (#14275)",1,13
9b2fb24f99ebed9af2c092de7a5f31c38f8af97a,Clear memoizedState on unmount of fiber to avoid memory leak (#14218),1,11
a22fabc2a110a40ead576ada5b3bf66840e852ba,Reduce scheduler serialization overhead (#14249),1,5
21d5f7d32d5becf5c8e986ff0202059be643dc15,Wrap shorthand CSS property collision warning in feature flag (#14245),11,10
5f06576f51ece88d846d01abd2ddd575827c6127,Add a checkbox to fixtures UI to choose React production build (#13786),5,12
8feeed10d8f79a0c01ca293890880cbe72b3788d,[scheduler] Remove window.postMessage fallback,4,4
5bce0ef10ab28c87e57dd96dbe1d8470f8d68569,[scheduler] Post to MessageChannel instead of window (#14234),2,8
d7fd679a31b4d5d1456bb56712d5a1a89ac1bb47,Add 16.6.3 Changelog (#14223),1,4
3cd89daed9a60c91bfdb802dbefb779f6da4b1b7,Update error codes,1,3
85f5a81eb72d7d736423ca31bfd2323d2ceea460,Save CI-built node_modules as build artifacts (#14205),3,7
f55795c8ee37ba882fc69192da9478a8a1f8ce1a,Add regression test for #14188 (#14197),1,6
d204747bef7ab5ed14e8356ddfc1eefc2b4d70e4,Update Readme (#14176),4,3
b98adb648a27640db8467064e537b238b8c306ce,Simplify CSS shorthand property warning (#14183),2,6
f8bfd586806b8f7ac5fb5faa28f8c88411d333f0,fix typo,1,2
961eb65b4ba5de6bbfb6b8a075a924c284541177,Use unique thread ID for each partial render to access Context (#14182),12,12
1a6ab1e9b5d3ab2c7083d89c00836b4cb9eff306,SimpleMemoComponent should warn if a ref is given (#14178),2,9
8ae867e6b59dc281b35bfb991737892f4cc88037,Warn about conflicting style values during updates (#14181),4,8
d5e1bf07d086e4fc1998653331adecddcd0f5274,Renamed outdated schedule/tracing referecnes (#14177),2,5
2dd4ba11e08c7dcd6c4b347db069ed326b5485f6,ESlint -> ESLint,1,3
9cc631a539a33fdadcba2902b87975acbcd58402,Don't run danger on bad build (#14143),2,7
1034e26fe5e42ba07492a736da7bdf5bf2108bc6,Fix typos (#14124),3,3
5618da49d8cb9cdb6c623446bbd2c504ee6c0422,Fix comment typo (#14156),1,4
9fb91994557ab9b47e23307aa8914d0504905f56,Add global to ESLint plugin bundle config,1,7
c174f8592436db5b0dee416a53d3af231d3e443c,Add fb build of ESLint plugin (#14165),1,7
02e4848e3aeb072214690d655c9cfe717c290491,Improved suspense support in ReactDOMServer (#14161),2,6
4b163fee1c494c35ac8b4ba49cd41e9c573b7a7b,Remove errant return assignment (#14164),2,5
e58ecda9a2381735f2c326ee99a1ffa6486321ab,Suspense fuzz tester (#14147),4,4
7fd1661f80868c6006388647bd0104f5f4f3f320, Don't warn if an unmounted component is pinged (#14158),2,9
f9e9913f0eaee7c2fabb801dccec97fd61873c5f,[Synchronous Suspense] Don't delete children of suspended component (#14157),2,9
7c560131bfc36647b9bc920b6d85531f734d7977,Adding logger pri (#14155),1,4
3d8bda70e52a4d90f656cf6bf3021af53bb7ca6f,Refactor ESLint configuration to enable better IDE integration (#13914),11,9
051272f2012e1c2f75dc8ee9fe72a1d85cdac302,Use Entry in `yarn build ...` Instead of Label (#14148),2,10
3ff2c7ccd4d174786aed0f16cc0dd784816ae977,Invalid actualDuration+treeBaseDuration for hidden+suspended trees (#14065),3,6
5afa1c4eda2e5eaa58d72d7937b640b79984a038,Tag MemoComponent with PerformedWork effectTag for DevTools Profiler (#14141),1,9
be63473004748d2f2360eb08f90dd08a19252a71,Release script supports interleaved stable and alpha releases (#14138),1,9
e27720d7f586cdadb00b0de485e41ec4dbcebe52,[Synchronous Suspense] Reuse deletions from primary tree (#14133),4,8
aa1ffe4e779b8a6da4317be619ff4f0d3d7d02bb,Show deprecated context object warnings usage in ReactDOM server (#14033),2,10
e3a7b9645561007cf59d6e956df13f1b6ebeaa49,Make react-debug-tools a private package,1,5
ff29de40290f4a4e3ab03c21aa44f2ddde840c9b,Updating CHANGELOG.md for 16.6.1 release,1,5
ba19844236ab61e22b6e8f80f5134ae33a2792e5,Update bundle sizes for 16.6.1 release,1,6
a24d51028710cc171f5a52f07cf110d0b9a58974,Update error codes for 16.6.1 release,1,6
b50e63ef537ce7784a1f981570b5abff5c81c59d,Updating package versions for release 16.6.1,12,6
fd4527dbcdab359b02dbce4752995e05502dc7b0,Updating yarn.lock file for 16.6.1 release,1,6
bd5a6d3914c4ed03678a8dd649f57b19e79a8b2d,Update changelog with unreleased features,1,5
8f2c89e96367ea809a011bb88bbee85551575539,Make react-debug-tools a private package,1,5
2aecbcd6f1a0ac975f01d41dad11722bc8c8da72,"""functional component"" -> ""function component"" (#14123)",3,6
b4608dd24caa31b3c78c51acbb5115ad03e884b3,Remove unused simulated flag parameter (#14127),5,6
3c69a1881421d46d738e2782fe3ec0ae9b5cb39c,Recover from errors with a boundary in completion phase (#14104),2,10
b020fb1148f2da7495bd1d5425af0622b71100d4,Check correct commit phase props in fuzz tester (#14129),1,9
b67c1a2ee1720628c6d47cab977aeb38564d2df6,Add DEV-only checks for assumption about instance properties (#14128),1,9
f777d196e0943b3975c762e15e35b319a9b85902,Fix lazy() with defaultProps (#14112),5,5
e4512991c91eee4117937d17b9b4749e2173f046,Fix unhiding in IE11 (#14126),1,5
affb2b50ca1dfa2b780e94039e98e3bb70faaaab,"Enable hooks in www test renderer, too",1,7
0a0f503d57d54c028639a5c052c658275d25e706,Enable hooks in www build (#14116),1,6
600651e68e0686f606aca9fc559f8cdc5f7ed567,Restore the Hooks dispatcher after using SSR (#14105),3,8
e9a2ec915655fa1968b7d41c4e8ad9e90f7268cb,[suspense] Avoid double commit by re-rendering immediately and reusing primary children (#14083),10,12
9d47143e85105cc0213949fae33960200c38560f,"Implement {,un}hideInstance on RN renderer (#14115)",2,6
ebdb47d2c137b399b7d9b4468885887961d9cec5,DCE hooks code when flag is off (#14111),6,8
8b87ebf5b0053838fb58e4ad05c24e134030d75a,Rename .internal tests that aren't using internals (#14109),2,8
da04058a91339944e89b6e071765db06863233be,Use Function.prototype.apply in warningWithoutStack (#14107),1,5
fd1256a5618d335d5eb563858e0841869b97b1ad,Add Debug Tools Package for Introspection of Hooks (#14085),14,9
b305c4e034bbb3b13df2028c0503a84f91e57455,fix(react-dom): Fix crash during server render (#14103),1,7
ce90ffd045c13a817d2a992aea55e556573fe367,update the benchmark script (#13994),4,5
d34d1c3baee307d03b2ab430fe4b4a4f1f2ef09e,react-reconciler: Update README.md (#13953),1,4
6c404d82aa082a008dba033eb3f0f9c6803b13c4,Bugfix: Add back early return in setOffsets which was removed between 16.4.2 and 16.5.0. Fails in Edge in some scenarios. (#14095),1,21
8eca0eff87bcb1046b7ef318e8f3d0c7ea2613c6,chore(tests): don't rely on jest fake timers scheduling real timers (#14003),4,11
293fed89937201b780f0f567ae4d5dc01160dc55,Warn for bad useEffect return value (#14069),2,7
ae196e84b656fc75638249b25c4d7b97581ba825,Rename inputsAreEqual to areHookInputsEqual & move it to shared (#14036),3,10
c898020e015f4ee6f793a652668d6d78b0d43e76,Warn for forwardRef(memo(...)) (#14070),2,4
c84b9bf828c38e0b24042ebb9cd859292146a6fb,Tweak error message for missing fallback (#14068),4,7
595b4f945b703128af7e65750726c0cbf073ca58,Remove duplicate import declarations (#14062),1,5
d5d10d140ed8739c83f3cee5d43f0bf60eea1002,Simplify imports in react reconciler (#13718),6,6
cdbfa6b5dd692220e5996ec453d46fc10aff046a,"[react-is] add back proper AsyncMode symbol, for back compat (#13959)",4,10
1ae3f29c2094b5a319889855923368deacd10b5b,Fix react-cache UMD build (#14047),1,5
3db8b80e1501b161b213b0b5405590e4325a0414,Don't lint against Hooks after conditional throw (#14040),2,8
169f935f781c764a8c04f441c5e27b00a0329e8c,Flip expiration times (#13912),9,4
bf9fadfcf42847fa89f9a76c7d4dc2e2c17ee020,[Hooks] Remove dispatch callbacks (#14037),13,5
8c67bbf183cc5ae1cab15a8265c612daf80cd86f,[scheduler] Deadline object -> shouldYield (#14025),18,6
e02086bfcc698d02a41a7785a1027a94dbc88eea,Warn about variable number of dependencies,3,6
b92cdef641c1116ce9e0d647da571973a70d0770,Rename ReactHooks test suite,1,4
6efbbe0685f971e773ba0bbd5c2db8729d7d1108,Prettier,1,1
504576306461a5ff339dc99691842f0f35a8bf4c,Swap order of function member in hook union types,3,9
ddbfe2ed50c7a3476ceff20f5924011ac1ad6428,Add ESLint rule for React Hooks,8,6
acb48996373ee0cbf1b2462972cd7644862d770e,Clear effect tags from a fiber that suspends in non-concurrent mode,2,11
933b64710a48b2f86f71b1507901038025e79e3f,Disable hook update callback (2nd arg to setState/dispatch),11,8
5fc84efacce66272928815e8a6c83a341af9160e,Skip updating effect tag when skipping effect,7,7
9f34eb79a3f7df71cd89b247de2e12b41b98f55a,Add readContext to ReactPartialRendererHooks,2,4
f7cb9d2b2291b2b4725786105ddd89316711161f,Warn about useContext(Consumer|Provider),2,3
63cc7d2b31b4e5ad17c07b383a328c598c91276e,"Test useContext in pure, forwardRef, and PureComponent",1,7
3a7c6da8d46763991d47ebf2198bc4e2fbfa0d9a,Make effects actually work with memo,1,6
75a1c2e72a8ebff2ec5e9b89e3c0e04f576731b7,"The Lost Effect, chapter 3",6,5
55a4b1f37799d1dd5b009ad22931be4131ca2c69,memo supports Hooks,3,3
30aa4ad5541c6e82de465a5e6234e5bb1329dec1,"The Lost Effect, chapter 2",2,5
b772e0e26bd8f3062e23e9d831045a39072d0372,"""functional component"" -> ""function component"" in hooks error messages",6,9
9e9e3970e424e3a6d36b29d22cb7326d6c5705f8,Warn for Hook set-state on unmounted component,3,7
6514697f0cb294b48550eeb3bcbddfd11143539c,Make sure deletions don't stop passive effects,7,7
dd019d34db1d8d067637033c36856c8b259cb35b,Add support for hooks to ReactDOMServer,5,6
11d0781eea7dfa65e0ea9e54d18ff937122f9524,Defer useEffect until after paint,11,5
105f2de545dc9e374ed4ac55b3628eeeb555f4a6,Put hooks behind feature flag,12,5
7bee9fbdd49aa5b9365a94b0ddf6db04bc1bf51c,Initial hooks implementation,9,3
37c7fe0a5fa5a0892b0eaa5982d0ad7f58220331,Update createRoot warning message based on `enableStableConcurrentModeAPIs` (#14017),1,8
ae4f3f07e583e33c8a21e146d6682d5a08c174b4,Remove extraneous CSS selector (#13996),1,5
95f98a1873566288f6854851ad7604fc0eb3476b,fix typo (#13955),8,3
e217f2f1ac31e0d2c4e29c9a7b92399427b2c3a8,Updated comment for getEventModifierState (#13918),1,5
275e76e83bc2be5dc0be9185ff747f383969289a,Enable stable concurrent APIs flag for 16.7 alpha (#13928),11,9
b5539ad6280f45d4eb025dbe0fc1bd2c00b06531,It's Concurrent,1,2
0cc50b675ae55fef687f4cb01293849fc49539e7,Fix scheduler fixture,1,3
8b97a9c36f2ef7d2c570b25e988b8ca832d9b436,Update bundle sizes for 16.6.0 release,1,6
c8ade996e9d39790cb687bfaa0f08d61d44478f2,Update error codes for 16.6.0 release,1,6
6c29eabf78da3102851271d30895770b930f0bcb,Updating package versions for release 16.6.0,12,6
d520b358d66152f4faac18f3c7a567a2850af563,Revert all package versions to 16.5.2 state,14,7
8f1ec7649eaa483b0cb16202334629831edeeeac,Bump versions to beta.0,9,4
5055a83fa415e27878976eea7f5c679a548a610d,"Revert ""Revert ""Updating dependencies for react-noop-renderer""""",1,6
3e8b4a5b8b0630f2d0d4bf6afc2ef64e60c812a0,"Revert ""Updating dependencies for react-noop-renderer""",1,5
ff5efb03905299cd7dc10928e79ed133fb1e567e,Prettier,2,1
f4488bee514aba9a17b2498aa8e3b300e5149954,Add skipCI flag to release script (#13933),3,7
d42ed600266302034085551a465ee479e4ade9d1,Fix Suspense fixture (#13932),4,4
d8e03de4aa52ca7b0bf0baaa2fcf0e8aaf1f547b,[react-cache] Remove `cache` as argument to `read` (#13865),11,8
fefa1269e2a67fa5ef0992d5cc1d6114b7948b7e,Revert accidentally committed existence check (#13931),1,6
80a0c05ce3e0e1babe5c8fc97ef24fd67cb4e735,Removed react-cache from the bundle list for now (#13930),1,9
915e4eab53e49660f2dcac7847a3a2e3d97bfc41,"Add ""unstable_"" prefix to react-cache and jest-react (#13929)",13,8
508b5fba0eb58a0dc2c3a307346dda271da672d1,Fix Markdown,1,2
c285ea270038967286f974ceaa56272a358b33e0,Tweak changelog credits,1,3
eac092ecacf737bd7b3ded933510ff421350acc1,Add 16.6.0 changelog (#13927),1,4
cbbc2b6c4d0d8519145560bd8183ecde55168b12,[Synchronous Suspense] Suspending a class outside concurrent mode (#13926),7,9
4947fcd762517ac36e13fd5cc254fabe17d33e01,Fix lint (#13923),1,3
d75c69e0cf2a842adc47edab87ca5103411e6949,Remove unstable_ prefix from Suspense (#13922),16,6
c8ef2feda98d8cc9fb59829148b3db1671ac3b9b,"Remove redundant word ""the"" (#13919)",1,5
55444a6f490ce84550ba664b9a82f1724134fb76,Try rendering again if a timed out tree receives an update (#13921),5,12
04c4f2fcea0ba1496b5b20d0fca8d8d48d6ecf64,[reconciler] ReactFiberNewContext import maxSigned31BitInt twice (#13857),1,6
409e472fcaae2b6c171f4e9a0c4b5ad88ec2bf21,Add flow types in ReactControlledComponent (#13669),1,6
663835a43a5a92ff63c3e3b43e4c9ff40dde173b,Add flow types in getEventModifierState (#13909),1,6
82710097f604bfaef30adb34e1ce3654070f47c6,Add flow types in getNodeForCharacterOffset (#13908),1,6
7ebd90c2c36bcea3081a353e0e20542cf69c64cd,[minor bugfix] fix minor bug with handleReset in suspense fixture (#13843),1,11
420001cb4e58d88f2dbaf90dfdc56e7d24148f72,Fix babel-preset-fbjs configure link in comment (#13666),2,7
b753f76a74644dd19e7a29f8aa4e8c759190f9ef,Fix failing async tests in Node 10,3,7
d37f5955955f21215dc0aa377346b59efb18c694,Add `use strict` to .prettierrc.js (#13787),1,6
b5c0852fddda9abdab25b101a040e607877f4663,Bump version to 16.6.0-beta.0 (#13906),13,5
769b1f270e1251d9dbdce0fcbd9e92e502d059b8,pure -> memo (#13905),16,4
8ecd4bd4f07ea41baa934e6748649e447c999231,Add support for React.pure in ReactDOMServer (#13855),2,7
15b11d23f960c158a7e99679bf62041ce16aed7e,Allow arbitrary types to be wrapped in pure (#13903),10,9
e770af7a3a0921afb658cdc69fc9da8fdc3194ff,Add back accidentally deleted `break` to prevent fallthrough,1,8
95a313ec0b957f71798a69d8e83408f40e76765b,Unfork Lazy Component Branches (#13902),18,5
e16cdd5b178a82db09f51349fe6c636a5072516f,Always bail out timed out children even if they receive an update (#13901),2,13
7268d97d2b2b595db24cb6210e535dd2bd421df2,Centralize props memoization (#13900),2,4
0fc04467987c187d557744f27c8ba90ea0a06cad,Class component can suspend without losing state outside concurrent mode (#13899),4,11
36db538226c45fc427abe4438851854892ee75c4,Bugfix for #13886 (#13896),2,4
6938dcaacbffb901df27782b7821836961a5b68d,SSR support for class contextType (#13889),3,6
fa65c58e15ca6b718a9771782e77d8a990a011d7,Add readContext to SSR (#13888),2,5
d9a3cc070c3b554ce6c4b43b917c1ba8951f9b5f,React.lazy constructor must return result of a dynamic import (#13886),8,10
d9659e499eba3089b098c32cf112b7a067bdddf1,Lazy components must use React.lazy (#13885),18,6
0648ca618d712c6c47425b62412ae2aaab19c438,"Revert ""React.pure automatically forwards ref"" (#13887)",2,6
4dd772ac10032f2391af188c757d366af777e584,Prettier :(,1,2
98bab66c35624250eba6ed32d24c06f70a433a67,Fix lint,1,2
8ced545e3df95afab6fa35bc29f9320bafbcef26,Suspense component does not capture if `fallback` is not defined (#13879),4,11
b738ced47717d7bd1e9083a3fbe9ab1be3b6588c,Remove render prop option from Suspense (#13880),2,7
55b82794237a14a5cf106f61d84237dc9a3e04f6,Strict mode and default mode should have same Suspense semantics (#13882),3,11
dac9202a9c5add480f853bcad2ee04d371e72c0c,Hide timed-out children instead of deleting them so their state is preserved (#13823),36,13
4f0bd45905b52b52406a006ccf42046828aa6bf2,"Replacement of old links, by the new ones of the documentation. (#13871)",1,12
7685b55d27c3932fd803230452cfd3d1ab076195,Remove unstable_read() in favor of direct dispatcher call (#13861),7,9
21a79a1d9ff960742b9362be0e56d63959c40e7f,[schedule] Call ensureHostCallbackIsScheduled without args (#13852),1,6
9ea4bc6ed607b0bbd2cff7bbdd4608db99490a5f,Fix false positive context warning when using an old React (#13850),2,11
4773fdf7cdf5d6d775ad0960f23ee1a830e7b82b,Deprecate findDOMNode in StrictMode (#13841),9,5
c9be16f5b6fc85e1458467a0c1e9743b15549424,[scheduler] Rename priority levels (#13842),3,5
3b7ee269259c077956af63b2ad34cbd5b6b15d27,Deprecate context object as a consumer and add a warning message (#13829),3,12
8ca8a594e6fc7dfcba73b8595344e7522d40171d,Error gracefully for unsupported SSR features (#13839),3,7
6d5d250bef88115ceceb906d0cab1d60ea996d7b,Use React.lazy in Suspense fixture (#13834),1,6
4a635785f5cc40bde901ada6090904fdc8cc120d,"Fix User Timing oddities with Suspense, pure, and lazy (#13833)",5,10
d270db1c380bc97300e7c14ca44d5cb129f67099,Merge branch 'master' of github.com:facebook/react Fixed my own author name and email,0,12
a165cf74731d2198f24940e861e8a45cf438d13c,Renamed 4 Internal React Modules,4,5
30b607615757424c928c495bcff2a96a55ed942a,Renamed 4 Internal React Modules,4,5
a68ca9a5b54394bb61131f73f38329bfaeae331c,React.pure automatically forwards ref (#13822),2,5
0af81997095dfa3db67a0c5d287b144797742e99,"Revert ""comment out temporarily""",2,4
c73497c3c746dfcc19754fc1fe055aefb495ee21,Update bundle sizes for 16.6.0-alpha.8af6728 release,1,6
101ea6b84d9dac56a2088507ee150c9244a4adbd,Update error codes for 16.6.0-alpha.8af6728 release,1,6
1a57dc66891a3747f2c5039803654b48871f451c,Updating dependencies for react-noop-renderer,1,4
77f8dfd81e628b9110c10cf61e3c8bd117944a8c,Updating package versions for release 16.6.0-alpha.8af6728,14,6
9abb9cd50a769d07ae3f87bc8802a3e483c69c2b,comment out temporarily,2,3
8af6728c6f105d37f9c0006288a6d1ac3903dc71,Enable Suspense + rename Placeholder (#13799),30,6
f47a958ea8d328190c88bac1ad6f85eaaaefc310,Don’t add onclick listener to React root (#13778),3,8
b2cea9078d28015ce95a4da523a4172b171989ad,[scheduler] Eagerly schedule rAF at beginning of frame (#13785),2,9
e2e7cb9f4cb3b415775688fb118846a9927acaf3,[scheduler] add a test documenting current behavior (#13687),1,8
d83601080a7c913cedcfbad86044702d008039c7,Wrap retrySuspendedRoot using SchedulerTracing (#13776),4,5
40a521aa7247872d0080d5a581120b64998152da,Terminology: Functional -> Function Component (#13775),30,6
605ab10a4a40ed8db5f5a1438b08cfa6e36a5c80,Add envify transform to scheduler package (#13766),1,7
acc7f404ce68f9eaef5724b1b340e487013440c2,Restart from root if promise pings before end of render phase (#13774),3,12
cbc22402880a6f55ed3d127b6ea2a4398a25e649,fix - small misspelling (#13768),1,5
4eabeef11b02e7ed5653474bf896b7b553756eaf,Rename ReactSuspenseWithTestRenderer-test -> ReactSuspense-test,1,4
95a3e1c2e7b766b21b4cad8210940b2535860951,Rename ReactSuspense-test -> ReactSuspenseWithNoopRenderer-test,1,4
96bcae9d50cae41ab87539075dceeaf3a0e0a36d,Jest + test renderer helpers for concurrent mode (#13751),15,9
5c783ee75102da682519be14cd11260a04a42593,Remove unreachable code (#13762),1,4
36c5d69caa3e9270b1b175b33cd8c53cc6c0e690,Always warn about legacy context within StrictMode tree (#13760),16,9
3e9a5de88847f7d51ec92bef10a89126dfb5820f,UMD react-cache build (#13761),1,4
3c60f32747ecd8ab3ee35bbca3921948631db4bc,Fix simple-cache-provider import that I missed,1,6
8315a30b9beeaba66f2b6dcdcfac1de58025332d,--save is no longer needed (#13756),1,6
ce96e2df4d9f3367e07f25153e5282d4c0869bac,Rename simple-cache-provider to react-cache (#13755),18,5
c5212646f8096fde506b40971f848f7641e4011b,Removed extra typeof checks for contextType.unstable_read (#13736),2,7
806eebdaeec5a5b0e4e5df799bd98eb5f288bba5,Enable getDerivedStateFromError (#13746),25,3
a0733fe13d598303f45b9d27c84ce0ec40d09021,pure (#13748),10,2
4d17c3f0516ddd5a7d23a460abbc3c3ddeab98a9,[scheduler] Improve naive fallback version used in non-DOM environments,2,9
469005d87bdf031cb787151f48b78d4a84ef5292,Revise `AttributeType` React Native Flow Type (#13737),1,7
0dc0ddc1ef5f90fe48b58f1a1ba753757961fc74,Rename AsyncMode -> ConcurrentMode (#13732),29,5
7601c3765457a4ec7b2d48c0ca75fccf7fecf917,"Ensure ""addEventListener"" exists on ""window"" for ""scheduler"" package (#13731)",1,9
d0c0ec98ef1fdf0791aeca38a0fa857fe52d9845,Added a PureComponent contextType test (#13729),1,6
4b68a6498ba1bd1b81208a9340e0c405f45d4cc4,Support class component static contextType attribute (#13728),6,7
f305d2a489e75a27f843fcca917dfd13e994268d,"[scheduler] Priority levels, continuations, and wrapped callbacks (#13720)",15,8
970a34baedcbb3033b271ca8e7e5fb5d7226751d,Bump babel-eslint and remove flow supressions (#13727),9,7
13965b4d3016de0ed28e73a38e60c18259bc2c23,Interaction tracking ref-counting bug fixes (WIP) (#13590),7,7
17e703cb9692c26795c794a54e2239f603ee090d,Restore global window.event after event dispatching (#13688) (#13697),1,8
a775a767a1d61ef07024cbe9adc9e8f4099d9546,Remove redundant logic (#13502),1,4
2c7b78f21699856474fb8035b966d9ef88552750,Add closing parenthesis (#13712),1,4
e1a067dea0ffcacd1f664f30cd14463b00f52fa7,Fix circular dependency in TracingSubscriptions (#13689),1,6
518812eeb82a524dd264be79ca0573ce39cde945,Clarify comment (#13684),1,3
eeb817785c771362416fd87ea7d2a1a32dde9842,Remove some old files from stats,1,6
7ea3ca1d13b1b609678fa1369f8a1020c3ecb976,Rename schedule to scheduler (#13683),52,5
9b70816642c68672da97e911d6d351fd3c596474,Added another bullet to the CHANGELOG,1,6
db9d51b65caeec0cfd2b8e35df59bdaba3eaa31b,Rename 'Schedule' header -> 'Schedule (Experimental)',1,6
0823f845cf38141866e7e5164c80d75b4985df04,16.5.2 CHANGELOG,1,2
bec2ddaf157497ddca85e823e180536d8154a52f,Update bundle sizes for 16.5.2 release,1,6
789e714bd738b0dd566f3cff33932b9586751fc5,Update error codes for 16.5.2 release,1,6
4269fafb0a45d35f701a38c1ee01e01bb4296c50,Updating package versions for release 16.5.2,12,6
4380f9ba1724a5d530dcf03d70d1640eec2a2140,"Revert ""Updating package versions for release 16.6.0-alpha.0""",13,7
72fad84e7682fac3f349cc1f7ed78a747b248b05,"Revert ""Updating dependencies for react-noop-renderer""",1,5
39f93f79870c264616a9f93252b657498a7ea5af,"Revert ""Update error codes for 16.6.0-alpha.0 release""",1,7
c3fad5acf841bb3eec64913ba1d8863699d3567a,"Revert ""Update bundle sizes for 16.6.0-alpha.0 release""",1,7
dd91205617cfbc5ce664e0a5c4bd879ec93ddfe3,Kepp calling peformWork consistent (#13596),1,5
42d12317a794b4ba89a6a6d16302f66cb370be91,Update bundle sizes for 16.6.0-alpha.0 release,1,6
21ceb19ea09439dc2c32cd9ec4360e95f143b2e7,Update error codes for 16.6.0-alpha.0 release,1,6
489614c4fc95877d2155b35cf23d76237785cdbd,Updating dependencies for react-noop-renderer,1,4
351c9015c8f6a0169fd33965a2afe93ad12675c1,Updating package versions for release 16.6.0-alpha.0,13,6
